zipcode,agi_stub,N1,mars1,MARS2,MARS4,PREP,N2,NUMDEP,A00100,A02650,A00200,N26270,A26270,N03210,A18425,A18300,A04800,N12000,A12000
60015,3,1210,720,340,120,780,2010,480,74406,76086,50472,160,1298,160,639,2297,50796,90,396
60015,4,970,440,430,70,630,1930,530,85096,87067,53925,170,1929,70,1062,2564,63118,100,452
60015,5,2740,580,1970,150,1860,6940,2230,395998,404724,255731,630,11797,220,5616,9625,318130,320,3033
60015,6,3920,290,3500,90,3040,12170,4820,2540861,2590500,1259612,1760,441423,0,86088,30841,2296172,1080,66460
60016,1,10090,7200,1640,1040,6420,12690,3060,124938,128101,84031,430,1851,330,86,976,20820,80,138
60016,2,7860,4330,2180,1170,4990,14260,4310,288484,292776,228333,600,8629,740,563,2623,153663,90,144
60016,3,5260,2510,2090,520,3410,10310,2970,324054,327486,262495,410,6485,670,1977,4841,224076,90,208
60016,4,3170,1170,1720,230,2020,6900,2010,274606,276992,214965,300,5444,290,2027,4914,206412,90,233
60016,5,4530,870,3430,200,2870,11430,3490,608471,613553,474359,500,14577,480,5429,9329,495865,170,686
60016,6,910,140,740,0,600,2360,710,291181,294525,173150,240,27214,0,5038,3468,258092,110,2270
60018,1,5020,3710,600,640,3140,6180,1850,63049,64046,46795,150,650,140,97,601,11151,30,58
60018,2,4050,2030,1040,900,2740,8360,3340,147521,149194,123653,220,2513,320,310,1395,77922,40,90
60018,3,2390,1030,1030,270,1620,5350,1950,146115,147447,116937,160,3343,250,777,2537,99405,40,101
60018,4,1370,430,820,100,900,3270,1080,118752,119742,90729,110,2255,110,909,2333,87949,40,121
60018,5,1920,320,1500,90,1290,5040,1630,257606,259259,191686,200,6009,240,2427,4187,208368,90,469
60018,6,430,100,320,0,340,1040,310,180982,182414,75802,120,31764,0,4232,1908,156845,90,6150
60020,1,1640,1250,150,190,700,1900,420,20218,20555,14754,30,23,50,0,240,3715,30,37
60020,2,1360,860,210,240,600,2160,600,50448,50894,41162,40,598,130,94,381,29302,0,0
60020,3,880,470,280,110,480,1560,400,54057,54501,41118,40,147,120,278,960,38193,20,36
60020,4,630,230,340,40,340,1310,340,54383,54933,42888,40,878,70,464,1096,41366,0,0
60020,5,810,170,600,40,460,1990,580,106872,107939,83167,50,1362,130,850,1489,87532,30,347
60020,6,150,20,130,0,110,380,100,53579,54188,33034,30,3154,0,945,598,48220,0,0
60021,1,760,630,80,40,340,660,100,8202,8346,6054,0,0,30,0,115,1506,0,0
60021,2,520,350,100,60,230,800,190,19205,19560,15501,50,411,80,57,311,10938,0,0
60021,3,350,180,120,30,180,640,170,21667,21937,17502,30,427,50,141,537,15240,40,76
60021,4,320,110,180,30,170,700,200,27544,27911,20279,30,356,40,245,759,20478,0,0
60021,5,620,80,520,30,340,1730,590,85686,86465,69852,60,1571,110,757,1281,70030,40,378
60021,6,240,0,220,0,150,790,330,78238,79033,59134,50,6523,0,1398,1067,70624,0,0
60022,1,890,830,40,0,600,380,40,7044,7254,3753,50,115,0,42,287,2389,80,197
60022,2,290,210,50,40,200,400,90,10784,11104,7374,30,-339,30,119,326,6155,30,109
60022,3,230,150,60,30,150,370,90,14023,14389,8794,40,161,20,191,505,9291,30,114
60022,4,150,80,40,0,100,240,60,12907,13362,6726,40,197,0,332,606,9401,30,361
60022,5,530,130,350,40,390,1270,400,77805,80146,39711,170,1901,40,1418,2423,61435,110,1113
60022,6,1840,130,1640,50,1540,5630,2340,2356567,2394412,836815,1070,449385,0,85539,23662,2157415,700,82712
60025,1,5450,4420,640,310,3350,4950,960,55767,57345,36184,250,367,210,101,1237,9896,110,238
60025,2,2980,1830,760,310,1870,4920,1270,109585,112391,76148,310,1104,340,355,1976,58674,130,299
60025,3,2290,1270,760,190,1480,4060,1020,142009,144659,96207,260,3890,300,934,3425,97273,120,352
60025,4,1700,740,780,140,1130,3390,910,148278,150295,92954,250,3954,120,1500,3910,110018,110,281
60025,5,3960,810,2910,180,2650,10120,3260,566150,575638,357158,820,22563,300,8177,13834,455558,410,3368
60025,6,3920,330,3460,100,2880,12560,5260,2334355,2367754,1164644,1550,478028,0,79946,28307,2112543,890,46285
60026,1,1600,1330,170,70,1010,1230,180,15035,15426,10443,70,-245,40,61,501,2755,50,83
60026,2,790,490,190,90,520,1310,350,29239,29907,21770,80,-439,70,128,702,15697,30,113
60026,3,680,400,230,50,430,1160,260,42450,43261,27121,100,493,80,250,1142,28361,60,204
60026,4,510,230,220,40,350,990,260,44654,45413,23980,100,1070,30,469,1410,31955,60,167
60026,5,1400,350,960,70,1010,3320,970,202538,206061,109022,330,8308,80,3008,5325,161685,200,1289
60026,6,1890,210,1620,50,1390,5520,2060,1044587,1062743,512891,700,153273,0,29372,11657,955019,470,21272
60030,1,4850,4080,400,320,1950,4170,750,51676,52584,36500,80,-73,190,76,815,9107,30,42
60030,2,3360,2110,680,470,1520,5340,1360,125007,126722,95560,140,706,450,492,2273,70122,60,178
60030,3,2550,1320,870,300,1290,4720,1300,158280,160097,114897,120,981,400,979,3700,110537,70,117
60030,4,1930,600,1110,180,990,4340,1290,168228,169905,124491,110,1084,230,1359,3839,125850,60,124
60030,5,4280,610,3430,200,2240,11640,3930,593101,598970,455036,380,9554,580,4770,8746,485955,170,794
60030,6,1610,120,1440,40,970,4850,1800,561479,566057,396868,290,33423,0,8397,5429,505541,140,3621
60031,1,5390,4420,380,510,2350,5030,1260,59120,60300,46309,100,234,220,43,816,10686,40,48
60031,2,3450,2060,630,660,1630,5720,1720,127956,129609,104057,140,759,480,293,1538,72340,30,70
60031,3,2630,1330,850,380,1310,5000,1530,163040,164779,126523,160,2393,380,899,3214,114198,50,99
60031,4,1970,710,1000,210,1050,4290,1320,171274,172893,129583,130,1985,230,1297,3613,128930,60,179
60031,5,4090,620,3230,190,2300,11150,3830,572223,577966,438365,370,9005,490,5335,9315,468480,140,542
60031,6,1800,120,1620,50,1100,5460,2050,632732,637183,460434,320,53797,0,9910,6698,570854,170,3779
60033,1,2190,1560,240,360,1310,2880,920,28873,29141,23603,40,54,50,0,270,5499,0,0
60033,2,1760,830,450,450,1160,3790,1600,63572,64160,54590,60,271,100,94,433,33370,40,47
60033,3,1020,320,570,100,690,2600,1010,62294,62739,50006,60,608,90,152,464,41593,40,96
60033,4,570,120,420,40,400,1510,520,49778,50291,35800,60,1024,60,224,641,36381,0,0
60033,5,620,80,540,0,420,1650,490,82202,82848,57164,80,912,80,536,1069,66118,30,203
60033,6,130,0,110,0,100,300,60,48796,49385,25688,50,4192,0,506,409,43829,30,911
60034,1,310,230,40,30,130,360,100,3639,3697,2836,0,0,30,0,0,570,0,0
60034,2,260,140,70,50,140,470,150,9308,9437,7159,30,111,0,74,0,4930,0,0
60034,3,170,60,90,20,90,370,110,10788,10854,8531,0,0,20,0,226,7374,0,0
60034,4,110,40,80,0,60,280,90,9622,9686,7263,0,0,20,0,0,7181,0,0
60034,5,150,0,130,0,110,440,160,22142,22318,15135,20,1315,0,189,265,17932,0,0
60034,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60035,1,3500,3070,200,180,2270,2560,510,33347,34505,21355,190,-574,100,167,1486,7587,170,409
60035,2,1680,1090,320,220,1080,2710,800,62038,63519,40979,170,862,170,466,2084,33902,110,677
60035,3,1320,760,410,110,890,2370,650,82055,83971,52263,180,2399,150,732,2761,55885,110,572
60035,4,1030,460,450,90,700,2000,530,90299,92134,50799,170,2333,60,1119,3006,66385,120,634
60035,5,3040,740,2090,160,2100,7240,2130,440181,450955,247408,790,15995,200,7317,11866,352425,500,4360
60035,6,4460,440,3850,110,3530,12540,4430,4715292,4785358,1423680,2320,1413463,0,188044,77824,4269602,1550,222400
60040,1,810,570,70,170,560,1130,440,10384,10529,8535,30,176,30,0,0,1955,20,20
60040,2,670,310,150,200,470,1550,740,24305,24632,21234,0,0,50,93,298,12906,0,0
60040,3,320,150,130,50,210,730,290,19535,19761,15509,40,716,60,0,241,13481,20,81
60040,4,170,70,80,0,110,350,100,14358,14556,10635,0,0,0,101,248,10799,0,0
60040,5,240,60,150,20,140,520,130,32546,33403,21507,40,1641,30,441,575,26442,20,263
60040,6,160,30,130,0,120,420,130,62141,63461,34936,60,3461,0,1353,860,56339,30,1110
60041,1,1420,1080,150,160,620,1630,400,17087,17419,13093,30,25,40,0,237,3055,0,0
60041,2,1160,680,230,220,550,1990,610,43241,43759,34794,50,576,120,115,549,24403,40,72
60041,3,700,330,290,70,370,1380,390,43208,43533,33460,30,460,60,249,864,29815,0,0
60041,4,480,150,300,30,280,1040,260,41827,42109,29979,30,316,40,306,829,30698,20,70
60041,5,780,100,660,30,470,2000,560,103993,104828,78325,70,1347,100,760,1248,84623,50,789
60041,6,170,20,150,0,140,450,130,62755,63590,35067,60,7974,0,1095,720,55995,0,0
60042,1,1320,1080,110,100,570,1320,300,15410,15635,11929,30,114,50,0,198,2888,0,0
60042,2,1030,640,190,180,530,1730,520,38368,38960,31734,50,602,120,132,614,21755,0,0
60042,3,760,380,270,90,400,1440,410,46939,47542,38188,50,744,100,263,771,33045,40,44
60042,4,520,150,330,40,290,1240,390,45571,45910,38643,30,573,60,374,882,34184,0,0
60042,5,790,100,650,40,460,2070,640,105162,105926,88246,70,1306,120,862,1444,85777,20,213
60042,6,120,0,100,0,70,320,110,32731,33010,24200,30,2497,0,505,464,29003,0,0
60043,1,280,260,20,0,160,130,30,2393,2483,1308,30,51,0,0,0,827,30,48
60043,2,50,50,0,0,30,60,0,1820,1820,858,0,0,0,0,222,1069,0,0
60043,3,60,40,0,0,40,70,20,3404,3484,1988,0,0,0,123,0,2465,0,0
60043,4,40,20,0,40,30,50,0,3135,3135,1328,0,0,0,0,179,2237,0,0
60043,5,140,40,90,0,100,330,110,20406,21102,9253,30,-65,0,426,675,15823,30,187
60043,6,580,50,520,0,480,1890,870,1176446,1185076,435684,320,99538,0,42546,9708,1108754,220,40140
60044,1,1150,990,70,70,600,930,190,11865,12351,8015,40,109,50,24,432,2536,30,51
60044,2,710,490,120,100,330,1070,270,26496,26957,20158,30,4,110,91,559,15199,20,61
60044,3,520,320,150,40,310,860,190,32238,32846,22923,50,200,70,218,875,22593,30,96
60044,4,400,200,160,40,230,780,230,34582,35205,22180,50,679,30,297,960,26183,30,110
60044,5,970,210,690,60,610,2390,740,138854,140789,88788,140,2368,70,1605,3222,112518,80,597
60044,6,1210,120,1040,30,900,3650,1420,780967,791833,445657,440,84527,0,23883,9785,718226,280,12032
60045,1,2290,2110,100,50,1460,1260,170,19721,20189,13338,100,-302,60,167,831,5080,140,289
60045,2,910,680,150,60,570,1220,240,33715,34754,20849,90,87,110,246,1178,18929,70,303
60045,3,710,450,170,60,450,1140,270,44186,45274,26531,100,-706,80,608,1684,29654,90,418
60045,4,540,310,180,40,350,900,180,47104,48153,22414,100,630,30,494,1749,34537,70,442
60045,5,1700,510,1090,80,1250,3790,1010,248443,253934,121561,470,6704,100,4248,8145,195999,320,2964
60045,6,3990,420,3410,110,3250,11560,4400,5824593,5876006,1838404,1850,1871891,0,187554,51390,5276049,1240,252853
60046,1,4670,3910,330,370,1940,4020,900,49626,50511,38034,100,132,200,32,798,8957,20,25
60046,2,2950,1820,580,450,1350,4790,1320,109370,110948,86328,120,1456,410,249,1604,61691,60,123
60046,3,2300,1050,850,340,1160,4450,1310,143564,145483,109515,130,1683,320,969,3592,99457,40,80
60046,4,1910,560,1150,170,1020,4430,1380,166647,168198,125058,110,2017,240,1450,3699,124338,40,155
60046,5,3960,440,3320,170,2220,11450,4170,553251,557844,444527,350,8836,540,4523,7994,452975,110,454
60046,6,1460,90,1330,40,880,4700,1910,469792,472495,367451,230,21917,0,7279,5495,422832,100,1585
60047,1,5050,4430,350,220,2520,3560,630,48129,49284,36277,210,281,170,136,1136,9072,90,130
60047,2,2480,1620,560,250,1330,3990,1060,92193,94441,67930,260,3139,320,322,1957,50845,70,138
60047,3,1840,980,640,150,1040,3340,870,114083,116116,81567,220,2883,250,737,3023,78093,70,210
60047,4,1560,510,870,150,900,3470,1040,136780,139146,97419,250,4310,170,1409,4077,99901,60,241
60047,5,4850,580,3990,220,2790,13700,4860,700897,710471,524677,900,23760,470,8999,15746,567772,310,1856
60047,6,4760,230,4400,110,3180,15210,6100,2465709,2499051,1563065,1600,381735,0,70631,29415,2237160,690,37697
60048,1,3540,3220,180,110,1640,2150,300,30716,31389,22048,80,-145,110,59,816,5592,40,89
60048,2,1580,1130,250,150,770,2250,470,58191,59376,42374,90,1342,200,237,1211,33409,60,114
60048,3,1300,780,360,140,700,2160,510,80638,82078,56689,130,687,180,503,2167,56675,70,207
60048,4,1090,480,500,100,650,2130,540,95509,96824,59302,110,1173,100,863,2942,70985,80,232
60048,5,3300,600,2480,170,1940,8670,2900,479589,485706,321974,470,10631,250,6034,11239,391778,250,1553
60048,6,3800,240,3440,100,2650,12070,4900,2280073,2303770,1524536,1050,272460,0,69403,24619,2098936,630,36722
60050,1,4780,3720,450,540,2030,5240,1290,57092,57983,43608,80,-84,170,55,711,10359,30,33
60050,2,3770,2240,720,700,1790,6490,2040,137708,139060,112632,90,585,380,265,1577,76817,40,68
60050,3,2380,1070,940,300,1240,4730,1420,147329,148858,115327,110,1527,320,914,2966,101776,40,59
60050,4,1740,490,1100,130,1000,4060,1230,151269,152786,115792,120,1303,230,1092,2825,112891,40,119
60050,5,2680,340,2220,110,1560,7160,2260,357406,360699,281239,260,7497,380,2519,4693,290765,90,327
60050,6,590,60,520,0,420,1650,540,233563,235647,123652,190,48936,0,5675,2465,205534,80,3435
60051,1,3610,2910,320,320,1460,3600,740,42085,42796,32154,80,-328,140,56,679,7918,20,36
60051,2,2730,1750,500,410,1190,4320,1120,100554,101701,81311,100,870,350,225,1090,57301,40,60
60051,3,1970,940,760,240,1060,3770,1040,122497,123835,95643,120,1660,270,701,2477,85194,40,90
60051,4,1490,400,950,110,820,3400,970,129372,130748,100325,100,1370,200,915,2448,96147,40,85
60051,5,2510,310,2110,90,1510,6730,2110,341360,344030,259662,260,5235,320,2524,4755,277892,100,371
60051,6,600,50,520,20,410,1660,540,218194,220538,124617,190,43322,0,3414,2383,191260,80,2862
60053,1,3510,2650,590,230,2150,3850,770,39085,40161,25769,150,176,120,32,767,6127,40,33
60053,2,2260,1250,730,220,1450,4040,1090,83667,85354,59445,210,1906,290,220,1440,43466,50,121
60053,3,1820,880,710,190,1200,3470,940,113454,115090,79973,190,3016,250,779,2677,77403,80,170
60053,4,1400,460,790,100,940,3170,990,121296,122658,87126,150,2591,120,1123,3075,89764,60,139
60053,5,2720,420,2170,100,1780,7530,2640,375240,378815,274769,390,11460,290,4073,7314,303781,150,787
60053,6,720,80,620,30,490,2130,790,231117,233587,135500,230,23706,0,3978,2854,203344,100,2941
60056,1,8010,6080,1030,740,4550,8730,2070,93925,95976,65933,340,1247,290,95,1135,15911,50,130
60056,2,5900,3250,1550,960,3560,11060,3700,216500,219879,166233,500,6848,570,477,2583,115281,100,173
60056,3,3920,1850,1590,370,2350,7750,2250,242165,245335,181719,340,5185,480,1100,4055,166363,100,188
60056,4,2810,890,1640,220,1780,6350,1900,244872,247459,174332,290,5598,250,1686,5019,182295,110,220
60056,5,5630,780,4590,200,3380,15740,5530,787418,794544,597120,680,18289,580,7365,13028,642159,240,1169
60056,6,1870,150,1670,30,1130,5650,2120,644005,650166,431798,450,59599,0,13036,7615,574994,220,6118
60060,1,5180,3960,520,620,2590,5740,1690,61613,62691,48965,160,133,180,55,817,11413,40,39
60060,2,4100,2190,960,850,2270,7960,2980,149397,151319,126175,230,2270,470,401,1981,80687,60,241
60060,3,2630,1210,1060,290,1490,5550,1870,162236,164282,128157,180,2657,390,880,3341,112004,60,187
60060,4,1910,630,1110,140,1090,4340,1320,166539,168257,126339,160,2588,190,1239,3696,124119,70,199
60060,5,3590,530,2880,180,2020,9350,2890,495833,500753,365796,390,9055,470,3795,7740,404969,170,852
60060,6,1500,120,1350,0,1000,4260,1430,673291,681140,372546,390,75931,0,13152,8209,596406,230,13486
60061,1,3310,2650,340,270,1710,3130,770,34048,34882,25259,130,615,120,40,593,5802,40,52
60061,2,2160,1250,510,340,1170,3870,1230,79941,81396,63745,170,1316,250,200,1198,43508,50,91
60061,3,1610,830,560,180,850,3030,880,99748,101235,79037,140,2070,250,486,1852,69789,40,67
60061,4,1290,480,670,110,720,2820,860,112202,114107,85183,140,2992,110,884,2355,84039,40,190
60061,5,2810,500,2120,160,1600,7450,2530,399372,404539,316930,380,7577,230,4089,7045,328589,130,933
60061,6,1980,140,1770,60,1230,6330,2590,798412,807226,585794,450,60349,0,17486,8762,722143,190,5716
60062,1,5120,4290,540,220,3220,4160,740,49297,51153,31291,270,-169,180,287,1638,9353,160,341
60062,2,2580,1660,640,210,1710,4030,900,94531,96855,59803,310,997,230,419,2379,50085,150,353
60062,3,2080,1220,660,140,1400,3470,750,129974,132909,76891,320,3413,210,877,3517,88727,210,605
60062,4,1850,850,840,110,1270,3520,840,161567,164409,87213,370,4978,100,1447,4510,118489,230,991
60062,5,4600,1100,3200,220,3200,11150,3360,664585,677127,365469,1110,26035,240,9619,17214,532668,690,4437
60062,6,5370,500,4700,120,4050,15930,5940,3112090,3165430,1463949,2360,570125,0,97101,37801,2786322,1440,88274
60064,1,3050,1800,230,990,1560,5260,2350,42233,42717,35641,0,0,50,0,0,7083,0,0
60064,2,2090,840,440,770,1220,4870,2350,73712,74043,66031,50,200,110,81,336,37968,0,0
60064,3,700,250,290,150,420,1770,790,42132,42285,36111,20,439,60,148,400,28356,0,0
60064,4,250,90,120,50,130,570,200,21515,21541,16548,0,0,30,133,252,16094,0,0
60064,5,190,50,130,0,120,460,130,28896,28954,18927,0,0,0,154,302,24326,0,0
60064,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60067,1,4820,4130,360,270,2230,3810,600,50042,51107,35912,140,7,170,83,1078,9423,60,74
60067,2,3360,2370,550,350,1700,4910,1060,125198,127475,97335,230,1482,480,330,1884,72701,70,170
60067,3,2550,1600,650,230,1270,4090,890,158072,160180,121219,210,2174,390,1042,3539,112864,80,215
60067,4,1900,880,880,120,1080,3690,910,165580,167842,114372,190,2981,170,1516,4620,124943,70,254
60067,5,4490,920,3330,180,2600,11290,3480,642998,650932,454548,680,16209,400,7933,14466,525233,270,1334
60067,6,3280,250,2950,70,2150,10090,3910,1617372,1638403,901057,1060,285017,0,42437,21081,1460269,500,38651
60068,1,4840,4160,390,220,2660,3850,600,48919,50274,31265,200,593,160,174,1555,8835,90,134
60068,2,2610,1760,540,240,1530,3930,850,96207,98381,65419,260,2421,300,337,2260,52595,100,309
60068,3,2290,1300,670,240,1390,3840,890,141369,144129,93457,250,3202,310,854,3412,97855,120,267
60068,4,1730,750,780,170,1130,3430,920,150295,152749,93651,240,3916,130,1400,4208,111750,140,432
60068,5,4520,920,3340,200,2940,11890,4030,647178,656061,424773,830,21338,380,7899,14507,525702,390,2465
60068,6,3700,350,3250,90,2630,11730,4810,1852480,1879967,1052257,1320,326074,0,58299,23358,1669295,690,33376
60069,1,960,840,70,30,540,680,90,8723,9035,5751,50,91,30,0,371,1756,30,51
60069,2,450,300,110,30,270,660,120,16455,16746,9473,70,617,50,85,582,8684,30,57
60069,3,430,270,120,60,270,700,150,26613,26960,15738,50,939,70,168,726,18313,40,69
60069,4,390,180,180,0,270,740,160,34333,34943,16738,70,1428,0,281,975,25027,40,184
60069,5,1180,290,830,40,870,2830,820,169616,171853,101709,230,4096,60,1775,3464,138042,170,997
60069,6,1240,120,1090,20,940,3740,1430,690969,701206,355528,380,67373,0,16106,6773,635269,260,10799
60070,1,2270,1630,270,320,1370,2900,900,28365,29020,19669,100,580,60,0,269,4805,0,0
60070,2,1940,940,540,410,1250,4010,1560,70775,71799,55496,170,1846,130,150,877,36656,40,81
60070,3,1190,520,560,100,790,2580,840,73884,74738,56885,110,1890,100,273,1075,49890,30,91
60070,4,760,290,410,40,520,1590,430,65403,66146,45762,100,2338,50,466,1436,48628,30,88
60070,5,1230,220,950,50,840,3040,850,172233,173871,112279,220,6463,80,1628,3096,140178,90,493
60070,6,510,60,440,0,380,1420,470,226177,229150,106388,200,25188,0,4476,2527,201621,110,3264
60071,1,600,480,60,60,280,640,140,7160,7267,5265,0,0,20,0,0,1404,0,0
60071,2,490,330,90,60,230,730,160,17894,18112,14637,50,260,60,0,279,10165,30,66
60071,3,270,110,120,40,150,530,150,16415,16649,12238,0,0,30,127,317,11006,0,0
60071,4,210,50,140,30,140,490,150,18396,18600,12118,20,243,20,106,334,13607,0,0
60071,5,360,60,290,0,220,930,280,48562,48907,34094,50,900,50,412,756,39541,30,1209
60071,6,90,0,80,0,70,250,80,46449,46849,18519,30,4183,0,1842,405,40056,0,0
60072,1,150,130,0,30,70,120,0,1556,1576,1072,0,0,0,0,0,234,0,0
60072,2,90,50,40,0,50,150,60,3119,3200,2321,0,0,30,0,235,1661,0,0
60072,3,60,30,20,0,30,110,30,3495,3547,2386,0,0,0,0,0,2438,0,0
60072,4,50,30,30,0,30,110,30,4049,4049,3289,0,0,0,0,0,3001,0,0
60072,5,120,0,100,0,90,330,100,16930,17173,11768,50,1487,0,659,431,13766,0,0
60072,6,50,0,40,0,30,140,60,24620,24620,14257,0,0,0,0,0,21463,0,0
60073,1,9310,6730,1000,1470,4530,12190,4280,119111,120538,100464,170,371,290,53,823,21451,0,0
60073,2,7660,3590,1920,1960,4090,16260,6750,278519,280782,246130,260,2892,670,530,2617,147711,40,66
60073,3,4510,1530,2100,740,2470,11120,4510,277434,279824,244460,200,2787,550,1454,4521,188509,40,83
60073,4,2710,600,1800,260,1430,7380,2870,234324,235969,206677,120,2477,370,1625,3954,174264,0,0
60073,5,3680,330,3160,160,1850,11320,4480,490774,494243,433473,260,6754,640,3865,6613,399289,50,264
60073,6,530,50,470,0,300,1700,700,157544,158422,117971,80,6065,0,1939,1599,141563,20,204
60074,1,5990,4390,680,840,3290,7680,2490,75346,76706,57159,210,1105,190,48,727,13113,50,52
60074,2,4840,2730,1060,940,2790,9430,3590,176555,178785,149802,290,4183,520,275,1306,96714,50,142
60074,3,2910,1490,1050,300,1620,5810,1870,178025,179823,146007,190,3828,420,709,2425,124454,50,128
60074,4,1770,680,920,130,980,3700,1010,153671,155069,120903,130,2148,210,1066,2868,116514,40,94
60074,5,2930,530,2270,120,1580,7420,2220,403763,407688,312040,280,6905,400,3890,6673,330997,110,469
60074,6,780,70,700,0,450,2240,770,258533,261389,177962,190,22682,0,3670,2816,232920,80,1289
60076,1,5380,3850,920,510,3440,6620,1780,62075,63776,43771,180,15,190,78,950,9193,50,61
60076,2,3470,1700,1060,580,2290,6820,2340,127232,129517,100273,260,914,320,558,2301,65077,60,174
60076,3,2280,1000,880,310,1520,4700,1560,140655,142799,106713,200,2576,280,1074,3335,95013,80,279
60076,4,1660,510,910,170,1100,3800,1250,143573,145449,101522,190,3344,150,1333,3410,106109,80,346
60076,5,2960,460,2310,140,1850,8190,2930,409660,415117,289682,480,14439,350,4519,8311,330691,200,1121
60076,6,1080,110,940,30,780,3230,1240,513568,520753,245453,410,113499,0,16169,5909,449073,260,14609
60077,1,4690,3250,770,570,3030,6080,1660,55759,57247,38708,180,486,130,54,615,7990,50,46
60077,2,3220,1650,910,560,2120,6070,1980,116137,118135,92041,210,1862,300,325,1432,60140,60,93
60077,3,1930,840,730,290,1280,3900,1250,119037,120852,92855,180,2734,260,697,2423,81237,60,142
60077,4,1330,430,730,140,890,3030,980,115466,116602,88752,130,2574,130,964,2474,86063,50,171
60077,5,2090,440,1520,110,1400,5370,1760,283396,286532,202579,290,9212,220,3095,5091,230316,150,821
60077,6,660,110,510,30,480,1720,560,281571,284800,125171,250,52224,0,5920,3241,244229,130,3844
60081,1,1280,1060,130,80,580,1160,220,14018,14342,10232,30,123,50,0,307,2460,30,37
60081,2,760,480,170,90,370,1210,300,28341,28772,21563,50,288,90,85,388,15937,0,0
60081,3,560,270,230,50,320,1000,210,34586,35127,24120,40,444,70,261,992,23562,40,65
60081,4,470,150,290,30,290,1080,310,41275,41643,29050,40,653,50,381,1043,30547,0,0
60081,5,1220,120,1050,60,760,3410,1140,169521,170999,127530,140,2705,130,1467,2723,137993,50,161
60081,6,410,20,380,0,300,1220,430,156113,157447,97977,120,18626,0,2543,1497,139998,40,1015
60083,1,1290,1030,120,120,630,1220,280,14001,14229,10642,30,48,40,0,316,2529,0,0
60083,2,860,510,160,150,420,1420,420,31500,31934,24982,40,172,100,121,657,17374,0,0
60083,3,700,340,220,120,370,1300,400,43488,44028,32147,40,698,110,330,1179,30432,50,90
60083,4,540,170,290,60,330,1210,390,46430,46928,34576,40,-50,50,625,1457,34429,0,0
60083,5,1130,170,910,50,710,3020,980,157184,158710,108400,130,3550,130,1537,3173,127502,50,282
60083,6,490,40,440,0,360,1360,430,240237,241845,121031,140,50988,0,4312,2341,213705,70,6756
60084,1,2270,1820,210,220,1100,2390,600,26921,27444,20927,70,124,70,31,393,4759,20,28
60084,2,1750,1070,340,300,890,3050,980,64107,64910,51887,80,560,170,134,801,35839,20,35
60084,3,1180,600,420,140,700,2260,660,73026,73974,56070,90,1423,150,513,1922,50532,40,104
60084,4,870,280,520,60,510,1990,600,75645,76392,57010,80,1190,90,703,1782,56363,0,0
60084,5,1790,260,1430,100,1010,4930,1710,249819,252823,197361,220,4447,270,2506,4360,204208,70,327
60084,6,580,40,530,0,380,1790,690,237003,239411,136679,170,39556,0,5330,2446,209372,50,1998
60085,1,13120,8140,1220,3630,7320,21370,9050,182266,184274,157517,120,329,250,51,342,31941,0,0
60085,2,10830,4400,2440,3800,6530,24860,11650,384924,387029,353874,140,1254,610,375,1463,199271,40,48
60085,3,3890,1190,1900,740,2450,10280,4500,236473,237802,207918,80,1337,340,691,1886,159123,30,45
60085,4,1710,390,1130,170,1070,4520,1690,146999,147885,120579,40,1061,160,667,1540,109656,20,39
60085,5,1350,230,1030,80,850,3600,1220,172661,173706,129129,80,2361,130,959,1819,140455,50,604
60085,6,200,40,150,0,140,530,180,60533,61288,34060,40,5773,0,740,690,54100,0,0
60087,1,4810,3320,440,1010,2570,6850,2550,64068,64849,53396,50,-151,140,23,249,11834,0,0
60087,2,4370,2090,870,1310,2440,8880,3680,157126,158144,138189,70,650,290,210,1026,84515,30,33
60087,3,2100,760,900,390,1240,4870,1880,128102,128852,105906,60,392,200,496,1586,87452,40,87
60087,4,1170,270,770,120,740,2950,1020,100689,101234,76582,50,537,100,534,1426,74720,0,0
60087,5,1160,210,900,60,720,2930,870,151234,152100,101093,60,1478,110,939,1958,122901,30,83
60087,6,180,0,150,0,140,420,100,50953,51450,23588,40,2330,0,505,488,44469,20,204
60088,1,710,620,20,30,120,680,90,9255,9328,9163,0,0,40,0,0,2373,0,0
60088,2,560,210,220,80,150,1260,500,20773,21003,20558,0,0,60,0,120,10980,0,0
60088,3,270,50,180,40,100,780,330,16096,16167,15784,0,0,40,0,0,10509,0,0
60088,4,80,30,60,0,30,230,90,6824,6847,6383,0,0,20,0,0,5130,0,0
60088,5,80,0,60,0,30,180,50,11250,11314,9403,0,0,0,0,0,9460,0,0
60088,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60089,1,5120,4230,530,290,2880,4460,810,52612,54177,34375,250,787,170,100,1230,9530,70,91
60089,2,3150,2020,740,320,1910,5000,1180,117365,120214,85763,330,3995,410,339,1960,64651,80,178
60089,3,2630,1390,910,250,1600,4710,1170,164012,166970,122905,310,5390,360,969,3397,113991,90,227
60089,4,2210,800,1170,180,1320,4750,1370,192739,195501,147093,260,4198,170,1782,4608,144090,70,232
60089,5,5450,780,4410,210,3110,15110,5270,773769,782785,610609,720,15073,500,7305,12653,633999,260,1450
